gene_stable_id,gene_name
ENSG00000164045,CDC25A
ENSG00000143476,DTL
ENSG00000156802,ATAD2
ENSG00000166508,MCM7
ENSG00000073111,MCM2
ENSG00000144354,CDCA7
ENSG00000112118,MCM3
ENSG00000149554,CHEK1
ENSG00000075131,TIPIN
ENSG00000092470,WDR76
ENSG00000077514,POLD3
ENSG00000198056,PRIM1
ENSG00000076003,MCM6
ENSG00000116062,MSH6
ENSG00000104738,MCM4
ENSG00000137310,TCF19
ENSG00000181938,GINS3
ENSG00000068489,PRR11
ENSG00000131351,HAUS8
ENSG00000163918,RFC4
ENSG00000167670,CHAF1A
ENSG00000095002,MSH2
ENSG00000085999,RAD54L
ENSG00000177917,ARL6IP6
ENSG00000136492,BRIP1
ENSG00000137337,MDC1
ENSG00000175305,CCNE2
ENSG00000076248,UNG
ENSG00000197299,BLM
ENSG00000131153,GINS2
ENSG00000051180,RAD51
ENSG00000198924,DCLRE1A
ENSG00000276043,UHRF1
ENSG00000184445,KNTC1
ENSG00000080839,RBL1
ENSG00000111602,TIMELESS
ENSG00000093009,CDC45
ENSG00000124795,DEK
ENSG00000080345,RIF1
ENSG00000094804,CDC6
ENSG00000101412,E2F1
ENSG00000092853,CLSPN
ENSG00000123374,CDK2
ENSG00000014138,POLA2
ENSG00000137770,CTDSPL2
ENSG00000130816,DNMT1
ENSG00000146263,MMS22L
ENSG00000166197,NOLC1
ENSG00000108055,SMC3
ENSG00000136527,TRA2B
ENSG00000105011,ASF1B
ENSG00000097046,CDC7
ENSG00000106462,EZH2
ENSG00000135913,USP37
ENSG00000165244,ZNF367
ENSG00000143493,INTS7
ENSG00000100714,MTHFD1
ENSG00000153044,CENPH
ENSG00000103995,CEP152
ENSG00000025770,NCAPH2
ENSG00000113569,NUP155
ENSG00000177084,POLE
ENSG00000128708,HAT1
ENSG00000152193,RNF219
ENSG00000176208,ATAD5
ENSG00000009954,BAZ1B
ENSG00000144580,RQCD1
ENSG00000166803,KIAA0101
ENSG00000112312,GMNN
ENSG00000167325,RRM1
ENSG00000152795,HNRNPDL
ENSG00000035928,RFC1
ENSG00000155561,NUP205
ENSG00000253729,PRKDC
ENSG00000106144,CASP2
ENSG00000118412,CASP8AP2
ENSG00000119969,HELLS
ENSG00000108424,KPNB1
ENSG00000166037,CEP57
ENSG00000103495,MAZ
ENSG00000099901,RANBP1
ENSG00000166881,TMEM194A
ENSG00000101407,TTI1
ENSG00000166483,WEE1
ENSG00000278637,HIST1H4A
ENSG00000141905,NFIC
ENSG00000004455,AK2
ENSG00000204536,CCHCR1
ENSG00000055044,NOP58
ENSG00000129355,CDKN2D
ENSG00000105968,H2AFV
ENSG00000184825,HIST1H2AH
ENSG00000255152,MSH5-SAPCD1
ENSG00000115392,FANCL
ENSG00000162521,RBBP4
ENSG00000176225,RTTN
ENSG00000188529,SRSF10
ENSG00000136997,MYC
ENSG00000128408,RIBC2
ENSG00000184990,SIVA1
ENSG00000077458,FAM76B
ENSG00000152749,GPR180
ENSG00000165501,LRR1
ENSG00000167461,RAB8A
ENSG00000168003,SLC3A2
ENSG00000165724,ZMYND19
ENSG00000180998,GPR137C
ENSG00000135486,HNRNPA1
ENSG00000165055,METTL2B
ENSG00000167842,MIS12
ENSG00000176953,NFATC2IP
ENSG00000137193,PIM1
ENSG00000125835,SNRPB
ENSG00000136450,SRSF1
ENSG00000143458,GABPB2
ENSG00000123473,STIL
ENSG00000112029,FBXO5
ENSG00000143401,ANP32E
ENSG00000113368,LMNB1
ENSG00000133119,RFC3
ENSG00000140534,TICRR
ENSG00000174371,EXO1
ENSG00000198554,WDHD1
ENSG00000129173,E2F8
ENSG00000012048,BRCA1
ENSG00000149636,DSN1
ENSG00000109805,NCAPG
ENSG00000111247,RAD51AP1
ENSG00000158169,FANCC
ENSG00000100297,MCM5
ENSG00000163950,SLBP
ENSG00000065328,MCM10
ENSG00000006634,DBF4
ENSG00000178966,RMI1
ENSG00000162607,USP1
ENSG00000136122,BORA
ENSG00000128951,DUT
ENSG00000111445,RFC5
ENSG00000166451,CENPN
ENSG00000101868,POLA1
ENSG00000164104,HMGB2
ENSG00000171848,RRM2
ENSG00000170312,CDK1
ENSG00000136861,CDK5RAP2
ENSG00000171320,ESCO2
ENSG00000120699,EXOSC8
ENSG00000140525,FANCI
ENSG00000085840,ORC1
ENSG00000138658,ZGRF1
ENSG00000133302,ANKRD32
ENSG00000101057,MYBL2
ENSG00000128050,PAICS
ENSG00000117632,STMN1
ENSG00000049541,RFC2
ENSG00000151725,CENPU
ENSG00000168496,FEN1
ENSG00000118655,DCLRE1B
ENSG00000163781,TOPBP1
ENSG00000100162,CENPM
ENSG00000123737,EXOSC9
ENSG00000184897,H1FX
ENSG00000092964,DPYSL2
ENSG00000130713,EXOSC2
ENSG00000101003,GINS1
ENSG00000138668,HNRNPD
ENSG00000149136,SSRP1
ENSG00000115687,PASK
ENSG00000031691,CENPQ
ENSG00000122565,CBX3
ENSG00000166004,CEP295
ENSG00000131470,PSMC3IP
ENSG00000196584,XRCC2
ENSG00000213551,DNAJC9
ENSG00000170264,FAM161A
ENSG00000167088,SNRPD1
ENSG00000090447,TFAP4
ENSG00000123080,CDKN2C
ENSG00000127337,YEATS4
ENSG00000198176,TFDP1
ENSG00000094916,CBX5
ENSG00000137814,HAUS2
ENSG00000121892,PDS5A
ENSG00000083642,PDS5B
ENSG00000128059,PPAT
ENSG00000007968,E2F2
ENSG00000132780,NASP
ENSG00000101639,CEP192
ENSG00000142856,ITGB3BP
ENSG00000213024,NUP62
ENSG00000153048,CARHSP1
ENSG00000103121,CMC2
ENSG00000071794,HLTF
ENSG00000205659,LIN52
ENSG00000135336,ORC3
ENSG00000075303,SLC25A40
ENSG00000117748,RPA2
ENSG00000012963,UBR7
ENSG00000167747,C19ORF48
ENSG00000104472,CHRAC1
ENSG00000177733,HNRNPA0
ENSG00000122566,HNRNPA2B1
ENSG00000125944,HNRNPR
ENSG00000129351,ILF3
ENSG00000133739,LRRCC1
ENSG00000278259,MYO19
ENSG00000204899,MZT1
ENSG00000143799,PARP1
ENSG00000079387,SENP1
ENSG00000169375,SIN3A
ENSG00000182628,SKA2
ENSG00000277775,HIST1H3F
ENSG00000134138,MEIS2
ENSG00000069275,NUCKS1
ENSG00000105281,SLC1A5
ENSG00000118007,STAG1
ENSG00000163257,DCAF16
ENSG00000213853,EMP2
ENSG00000081913,PHLPP1
ENSG00000175643,RMI2
ENSG00000161547,SRSF2
ENSG00000092445,TYRO3
ENSG00000137504,CREBZF
ENSG00000275713,HIST1H2BH
ENSG00000249115,HAUS5
ENSG00000164167,LSM6
ENSG00000158042,MRPL17
ENSG00000277161,PIGW
ENSG00000110958,PTGES3
ENSG00000077312,SNRPA
ENSG00000108395,TRIM37
ENSG00000156795,WDYHV1
ENSG00000134684,YARS
ENSG00000172059,KLF11
ENSG00000151876,FBXO4
ENSG00000115159,GPD2
ENSG00000276180,HIST1H4I
ENSG00000124160,NCOA5
ENSG00000175279,APITD1
ENSG00000141480,ARRB2
ENSG00000084774,CAD
ENSG00000089280,FUS
ENSG00000198830,HMGN2
ENSG00000115541,HSPE1
ENSG00000115318,LOXL3
ENSG00000205937,RNPS1
ENSG00000274641,HIST1H2BO
ENSG00000170144,HNRNPA3
ENSG00000144381,HSPD1
ENSG00000092201,SUPT16H
ENSG00000044459,CNTLN
ENSG00000176124,DLEU1
ENSG00000119906,FAM178A
ENSG00000110074,FOXRED1
ENSG00000068796,KIF2A
ENSG00000116497,S100PBP
ENSG00000139921,TMX1
ENSG00000064419,TNPO3
ENSG00000165392,WRN
ENSG00000278677,HIST1H2AM
ENSG00000174720,LARP7
ENSG00000213689,TREX1
ENSG00000114120,SLC25A36
ENSG00000132646,PCNA
ENSG00000165891,E2F7
ENSG00000133639,BTG1
ENSG00000156970,BUB1B
ENSG00000087586,AURKA
ENSG00000143228,NUF2
ENSG00000011426,ANLN
ENSG00000121621,KIF18A
ENSG00000138180,CEP55
ENSG00000109685,WHSC1
ENSG00000164109,MAD2L1
ENSG00000120802,TMPO
ENSG00000113810,SMC4
ENSG00000137804,NUSAP1
ENSG00000142731,PLK4
ENSG00000163808,KIF15
ENSG00000164649,CDCA7L
ENSG00000151503,NCAPD3
ENSG00000119403,PHF19
ENSG00000146918,NCAPG2
ENSG00000138376,BARD1
ENSG00000167513,CDT1
ENSG00000145604,SKP2
ENSG00000156136,DCK
ENSG00000107566,ERLIN1
ENSG00000159259,CHAF1B
ENSG00000159147,DONSON
ENSG00000104147,OIP5
ENSG00000112039,FANCE
ENSG00000093000,NUP50
ENSG00000100479,POLE2
ENSG00000144554,FANCD2
ENSG00000121211,MND1
ENSG00000104889,RNASEH2A
ENSG00000075702,WDR62
ENSG00000062822,POLD1
ENSG00000189057,FAM111B
ENSG00000162073,PAQR4
ENSG00000164032,H2AFZ
ENSG00000189308,LIN54
ENSG00000168411,RFWD3
ENSG00000132773,TOE1
ENSG00000221829,FANCG
ENSG00000139618,BRCA2
ENSG00000125885,MCM8
ENSG00000000460,C1ORF112
ENSG00000123219,CENPK
ENSG00000197771,MCMBP
ENSG00000172167,MTBP
ENSG00000125450,NUP85
ENSG00000167900,TK1
ENSG00000197061,HIST1H4C
ENSG00000106571,GLI3
ENSG00000013573,DDX11
ENSG00000163655,GMPS
ENSG00000183814,LIN9
ENSG00000148840,PPRC1
ENSG00000164163,ABCE1
ENSG00000166801,FAM111A
ENSG00000159131,GART
ENSG00000186638,KIF24
ENSG00000102054,RBBP7
ENSG00000072501,SMC1A
ENSG00000115875,SRSF7
ENSG00000110713,NUP98
ENSG00000113456,RAD1
ENSG00000138346,DNA2
ENSG00000185104,FAF1
ENSG00000173145,NOC3L
ENSG00000167081,PBX3
ENSG00000146143,PRIM2
ENSG00000198912,C1ORF174
ENSG00000150753,CCT5
ENSG00000092036,HAUS4
ENSG00000178202,KDELC2
ENSG00000178177,LCORL
ENSG00000148835,TAF5
ENSG00000171681,ATF7IP
ENSG00000172197,MBOAT1
ENSG00000143033,MTF2
ENSG00000143179,UCK2
ENSG00000148019,CEP78
ENSG00000130309,COLGALT1
ENSG00000114450,GNB4
ENSG00000152240,HAUS1
ENSG00000189403,HMGB1
ENSG00000171488,LRRC8C
ENSG00000111196,MAGOHB
ENSG00000167005,NUDT21
ENSG00000144283,PKP4
ENSG00000136699,SMPD4
ENSG00000105866,SP4
ENSG00000178691,SUZ12
ENSG00000168883,USP39
ENSG00000123505,AMD1
ENSG00000167191,GPRC5B
ENSG00000147548,WHSC1L1
ENSG00000121988,ZRANB3
ENSG00000113460,BRIX1
ENSG00000108468,CBX1
ENSG00000145996,CDKAL1
ENSG00000145354,CISD2
ENSG00000109606,DHX15
ENSG00000197451,HNRNPAB
ENSG00000153187,HNRNPU
ENSG00000160051,IQCC
ENSG00000111581,NUP107
ENSG00000116273,PHF13
ENSG00000060749,QSER1
ENSG00000156384,SFR1
ENSG00000175387,SMAD2
ENSG00000116750,UCHL5
ENSG00000116679,IVNS1ABP
ENSG00000149308,NPAT
ENSG00000106615,RHEB
ENSG00000153207,AHCTF1
ENSG00000115966,ATF2
ENSG00000172432,GTPBP2
ENSG00000197785,ATAD3A
ENSG00000074582,BCS1L
ENSG00000122483,CCDC18
ENSG00000165732,DDX21
ENSG00000131504,DIAPH1
ENSG00000204315,FKBPL
ENSG00000167491,GATAD2A
ENSG00000130299,GTPBP3
ENSG00000119285,HEATR1
ENSG00000100281,HMGXB4
ENSG00000068885,IFT80
ENSG00000095319,NUP188
ENSG00000106628,POLD2
ENSG00000167523,SPATA33
ENSG00000196781,TLE1
ENSG00000185591,SP1
ENSG00000198081,ZBTB14
ENSG00000277157,HIST1H4D
ENSG00000171456,ASXL1
ENSG00000102974,CTCF
ENSG00000128191,DGCR8
ENSG00000164284,GRPEL2
ENSG00000275221,HIST1H2AK
ENSG00000197442,MAP3K5
ENSG00000168066,SF1
ENSG00000149483,TMEM138
ENSG00000136518,ACTL6A
ENSG00000155096,AZIN1
ENSG00000178409,BEND3
ENSG00000135387,CAPRIN1
ENSG00000109881,CCDC34
ENSG00000106554,CHCHD3
ENSG00000169504,CLIC4
ENSG00000064703,DDX20
ENSG00000170291,ELP5
ENSG00000121964,GTDC1
ENSG00000256269,HMBS
ENSG00000128908,INO80
ENSG00000198700,IPO9
ENSG00000176407,KCMF1
ENSG00000132781,MUTYH
ENSG00000069869,NEDD4
ENSG00000166889,PATL1
ENSG00000128513,POT1
ENSG00000134318,ROCK2
ENSG00000141391,SLMO1
ENSG00000198420,TCAF1
ENSG00000120438,TCP1
ENSG00000143337,TOR1AIP1
ENSG00000167721,TSR1
ENSG00000107341,UBE2R2
ENSG00000073050,XRCC1
ENSG00000154473,BUB3
ENSG00000005189,AC004381.6
ENSG00000118513,MYB
ENSG00000166833,NAV2
ENSG00000143190,POU2F1
ENSG00000063978,RNF4
ENSG00000139133,ALG10
ENSG00000075711,DLG1
ENSG00000147654,EBAG9
ENSG00000197256,KANK2
ENSG00000139263,LRIG3
ENSG00000020922,MRE11A
ENSG00000144645,OSBPL10
ENSG00000008294,SPAG9
ENSG00000141298,SSH2
ENSG00000143727,ACP1
ENSG00000183077,AFMID
ENSG00000177119,ANO6
ENSG00000160072,ATAD3B
ENSG00000132361,CLUH
ENSG00000125107,CNOT1
ENSG00000173786,CNP
ENSG00000110063,DCPS
ENSG00000145833,DDX46
ENSG00000111364,DDX55
ENSG00000006625,GGCT
ENSG00000206527,HACD2
ENSG00000080824,HSP90AA1
ENSG00000159217,IGF2BP1
ENSG00000136504,KAT7
ENSG00000118058,KMT2A
ENSG00000103550,KNOP1
ENSG00000170860,LSM3
ENSG00000130520,LSM4
ENSG00000113318,MSH3
ENSG00000186575,NF2
ENSG00000139496,NUPL1
ENSG00000188313,PLSCR1
ENSG00000048991,R3HDM1
ENSG00000155906,RMND1
ENSG00000136715,SAP130
ENSG00000189091,SF3B3
ENSG00000144136,SLC20A1
ENSG00000170365,SMAD1
ENSG00000153147,SMARCA5
ENSG00000198887,SMC5
ENSG00000166068,SPRED1
ENSG00000151353,TMEM18
ENSG00000047410,TPR
ENSG00000131462,TUBG1
ENSG00000081019,RSBN1
ENSG00000043143,JADE2
ENSG00000165494,PCF11
ENSG00000198814,GK
ENSG00000168906,MAT2A
ENSG00000137941,TTLL7
ENSG00000152457,DCLRE1C
ENSG00000196787,HIST1H2AG
ENSG00000100941,PNN
ENSG00000145687,SSBP2
ENSG00000108312,UBTF
ENSG00000171105,INSR
ENSG00000109971,HSPA8
ENSG00000130522,JUND
ENSG00000124596,OARD1
ENSG00000213639,PPP1CB
ENSG00000109332,UBE2D3
ENSG00000100784,RPS6KA5
ENSG00000102554,KLF5
ENSG00000135185,TMEM243
ENSG00000075426,FOSL2
ENSG00000140443,IGF1R
ENSG00000141682,PMAIP1
ENSG00000124201,ZNFX1
